t,x(t),v(t),F(t) (added)
10.30005,-1.296747,1.509733,129.6747
10.32005,-1.266034,1.535668,126.6034
10.34005,-1.234814,1.560989,123.4814
10.36005,-1.2031,1.585685,120.31
10.38005,-1.170905,1.609747,117.0905
10.40005,-1.138242,1.633165,113.8242
10.42005,-1.105123,1.65593,110.5123
10.44005,-1.071563,1.678033,107.1563
10.46005,-1.037573,1.699464,103.7573
10.48005,-1.003169,1.720215,100.3169
10.50005,-0.9683636,1.740279,96.83636
10.52005,-0.9331707,1.759646,93.31707
10.54005,-0.8976045,1.778309,89.76044
10.56005,-0.8616793,1.796261,86.16792
10.58005,-0.8254094,1.813495,82.54093
10.60005,-0.7888093,1.830003,78.88093
10.62005,-0.7518937,1.845779,75.18937
10.64005,-0.7146773,1.860817,71.46774
10.66005,-0.6771751,1.875111,67.71751
10.68005,-0.639402,1.888654,63.9402
10.70006,-0.6013732,1.901442,60.13732
10.72006,-0.5631038,1.91347,56.31038
10.74006,-0.5246091,1.924732,52.46091
10.76006,-0.4859047,1.935224,48.59047
10.78006,-0.4470058,1.944942,44.70058
10.80006,-0.4079282,1.953882,40.79282
10.82006,-0.3686874,1.962041,36.86874
10.84006,-0.3292991,1.969414,32.9299
10.86006,-0.2897791,1.976,28.97791
10.88006,-0.2501431,1.981796,25.01431
10.90006,-0.2104072,1.986799,21.04072
10.92006,-0.170587,1.991007,17.0587
10.94006,-0.1306987,1.994419,13.06987
10.96006,-0.090758,1.997033,9.0758
10.98006,-0.05078104,1.998848,5.078104
11.00006,-0.01078377,1.999864,1.078377
11.02006,0.02921782,2.000079,-2.921782
11.04006,0.06920772,1.999495,-6.920772
11.06006,0.1091699,1.998111,-10.91699
11.08006,0.1490885,1.995927,-14.90885
11.10006,0.1889474,1.992946,-18.89474
11.12006,0.2287307,1.989167,-22.87307
11.14007,0.2684226,1.984592,-26.84226
11.16007,0.3080071,1.979224,-30.80071
11.18007,0.3474683,1.973063,-34.74683
11.20007,0.3867906,1.966114,-38.67906
11.22007,0.4259582,1.958378,-42.59582
11.24007,0.4649553,1.949859,-46.49553
11.26007,0.5037665,1.94056,-50.37666
11.28007,0.5423762,1.930485,-54.23762
11.30007,0.5807689,1.919637,-58.07689
11.32007,0.6189294,1.908022,-61.89294
11.34007,0.6568422,1.895643,-65.68422
11.36007,0.6944923,1.882506,-69.44923
11.38007,0.7318647,1.868616,-73.18647
11.40007,0.7689443,1.853979,-76.89442
11.42007,0.8057163,1.8386,-80.57162
11.44007,0.842166,1.822486,-84.2166
11.46007,0.8782789,1.805642,-87.82789
11.48007,0.9140404,1.788077,-91.40404
11.50007,0.9494363,1.769796,-94.94363
11.52007,0.9844524,1.750807,-98.44524
11.54007,1.019075,1.731118,-101.9075
11.56007,1.05329,1.710737,-105.329
11.58008,1.087083,1.689671,-108.7083
11.60008,1.120442,1.667929,-112.0442
11.62008,1.153352,1.64552,-115.3352
11.64008,1.185801,1.622453,-118.5801
11.66008,1.217776,1.598737,-121.7776
11.68008,1.249263,1.574382,-124.9263
11.70008,1.280251,1.549397,-128.0251
11.72008,1.310727,1.523792,-131.0727
11.74008,1.340679,1.497577,-134.0679
11.76008,1.370094,1.470763,-137.0094
11.78008,1.398961,1.443361,-139.8961
11.80008,1.427269,1.415382,-142.7269
11.82008,1.455006,1.386837,-145.5006
11.84008,1.48216,1.357737,-148.216
11.86008,1.508722,1.328094,-150.8722
11.88008,1.534681,1.297919,-153.4681
11.90008,1.560025,1.267225,-156.0025
11.92008,1.584746,1.236025,-158.4746
11.94008,1.608832,1.20433,-160.8832
11.96008,1.632275,1.172153,-163.2275
11.98008,1.655066,1.139508,-165.5066
12.00008,1.677194,1.106407,-167.7194
12.02009,1.698651,1.072863,-169.8651
12.04009,1.719429,1.03889,-171.9429
12.06009,1.739519,1.004501,-173.9519
12.08009,1.758913,0.9697108,-175.8913
12.10009,1.777604,0.9345326,-177.7604
12.12009,1.795583,0.8989805,-179.5583
12.14009,1.812845,0.8630688,-181.2845
12.16009,1.829381,0.8268119,-182.9381
12.18009,1.845186,0.7902243,-184.5186
12.20009,1.860252,0.7533206,-186.0252
12.22009,1.874574,0.7161155,-187.4574
12.24009,1.888147,0.678624,-188.8147
12.26009,1.900964,0.6408611,-190.0964
12.28009,1.913021,0.6028418,-191.3021
